UF;Municipio;Registro;Protocolo;COBRADE;Status;Populacao;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros_Afetados;DM_Unidades_Habitacionais_Danificadas;DM_Unidades_Habitacionais_Destruidas;DM_Unidades_Habitacionais_Valor;DM_Instalacoes_publicas_de_saude_Danificadas;DM_Instalacoes_publicas_de_saude_Destruidas;DM_Instalacoes_publicas_de_saude_Valor;DM_Instalacoes_publicas_de_ensino_Danificadas;DM_Instalacoes_publicas_de_ensino_Destruidas;DM_Instalacoes_publicas_de_ensino_Valor;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Danificadas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Destruidas;DM_Instalacoes_publicas_prestadoras_de_outros_servicos_Valor;DM_Instalacoes_publicas_de_uso_comunitario_Danificadas;DM_Instalacoes_publicas_de_uso_comunitario_Destruidas;DM_Instalacoes_publicas_de_uso_comunitario_Valor;DM_Obras_de_infraestrutura_publica_Danificadas;DM_Obras_de_infraestrutura_publica_Destruidas;DM_Obras_de_infraestrutura_publica_Valor;DA_Poluicao_ou_contaminacao_da_agua;DA_Poluicao_ou_contaminacao_do_ar;DA_Poluicao_ou_contaminacao_do_solo;DA_Diminuicao_ou_exaurimento_hidrico;DA_Incendios_em_parques_APAs_ou_APPs;PEPL_Assistencia_medica_saude_publica_e_atendimento_de_emergencias_medicas;PEPL_Abastecimento_de_agua_potavel;PEPL_Esgoto_de_aguas_pluviais_e_sistema_de_esgotos_sanitarios;PEPL_Sistema_de_limpeza_urbana_e_de_recolhimento_e_destinacao_do_lixo;PEPL_Sistema_de_desinfestacao_desinfeccao_do_habitat_controle_de_pragas_e_vetores;PEPL_Geracao_e_distribuicao_de_energia_eletrica;PEPL_Telecomunicacoes;PEPL_Transportes_locais_regionais_e_de_longo_curso;PEPL_Distribuicao_de_combustiveis_especialmente_os_de_uso_domestico;PEPL_Seguranca_publica;PEPL_Ensino;PEPR_Agricultura;PEPR_Pecuaria;PEPR_Industria;PEPR_Comercio;PEPR_Servicos
RS;Marau;20/04/2020;RS-F-4311809-15110-20200417;15110 - Doencas infecciosas virais;Nao reconhecido;36383;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Andre da Rocha;17/04/2020;RS-F-4300661-14110-20200417;14110 - Estiagem;Reconhecido;1216;0.0;0.0;0.0;0.0;0.0;0.0;985.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;51087,1;0;0;0;0;0;0;0;0;0;87033804,73;8404190;0;0;0
RS;Barao;17/04/2020;RS-F-4301651-14110-20200417;14110 - Estiagem;Reconhecido;5742;0.0;0.0;0.0;0.0;0.0;0.0;230.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 5% A 10%;;0;15810;0;0;0;0;0;0;0;0;0;2538933,33;3311352,94;0;0;0
RS;Novo Tiradentes;17/04/2020;RS-F-4313441-14110-20200417;14110 - Estiagem;Reconhecido;2277;0.0;0.0;0.0;0.0;0.0;0.0;2277.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;93000;0;0;0;0;0;0;0;0;0;9300000;561641,04;0;0;0
RS;Campinas do Sul;17/04/2020;RS-F-4303806-14110-20200417;14110 - Estiagem;Reconhecido;5509;0.0;0.0;0.0;0.0;0.0;0.0;1300.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;4389;0;0;0;0;0;0;0;0;0;27659156;1087632;0;0;0
RS;Lajeado do Bugre;23/04/2020;RS-F-4311429-14110-20200417;14110 - Estiagem;Reconhecido;2487;0.0;0.0;0.0;0.0;0.0;0.0;2487.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;139714,6;0;0;0;0;0;0;0;0;0;5828594,66;1150000;0;0;0
RS;Pejucara;17/04/2020;RS-F-4314308-14110-20200417;14110 - Estiagem;Reconhecido;3973;0.0;0.0;0.0;0.0;0.0;0.0;3973.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;144119,57;11904,18;0;0;0;0;0;0;0;0;0;76728975;5292552,82;0;0;0
RS;Flores da Cunha;27/04/2020;RS-F-4308201-15110-20200417;15110 - Doencas infecciosas virais;Registro;27135;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Tupandi;29/04/2020;RS-F-4322251-14110-20200416;14110 - Estiagem;Reconhecido;3919;0.0;0.0;0.0;0.0;0.0;0.0;610.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;145164,52;0;0;0;0;0;0;0;0;0;1091106;2434100;0;0;0
RS;Nicolau Vergueiro;24/04/2020;RS-F-4312674-15110-20200416;15110 - Doencas infecciosas virais;Reconhecido;1721;0.0;0.0;0.0;0.0;0.0;0.0;1721.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Erval Grande;16/04/2020;RS-F-4307203-14110-20200416;14110 - Estiagem;Reconhecido;5167;0.0;0.0;0.0;0.0;0.0;0.0;2600.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;43000;0;0;0;0;0;0;0;0;0;7325000;1601100;0;0;0
RS;Humaita;16/04/2020;RS-F-4309704-14110-20200416;14110 - Estiagem;Reconhecido;4919;0.0;0.0;0.0;0.0;0.0;0.0;573.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;6050;0;0;0;0;0;0;0;0;0;10044972;858750;0;0;0
RS;Bom Principio;20/04/2020;RS-F-4302352-14110-20200415;14110 - Estiagem;Registro;11792;0.0;0.0;0.0;0.0;0.0;0.0;7092.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;23014,08;0;0;0;0;0;0;0;0;0;3026847;3121800;0;0;0
RS;Santana da Boa Vista;15/04/2020;RS-F-4317004-14110-20200415;14110 - Estiagem;Reconhecido;8244;0.0;0.0;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;83800;0;0;0;0;0;0;0;0;0;137478450;5040000;0;0;0
RS;Tupanci do Sul;17/04/2020;RS-F-4322186-14110-20200415;14110 - Estiagem;Reconhecido;1574;0.0;0.0;0.0;0.0;0.0;0.0;167.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;44559,66;0;0;0;0;0;0;0;0;0;16753805;571998;0;0;0
RS;Guarani das Missoes;15/04/2020;RS-F-4309506-14110-20200415;14110 - Estiagem;Reconhecido;8115;0.0;0.0;0.0;0.0;0.0;0.0;8115.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;3970,6;0;0;0;0;0;0;0;0;0;37119915;4989420;0;0;0
RS;Guapore;20/04/2020;RS-F-4309407-15110-20200415;15110 - Doencas infecciosas virais;Registro;22810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Nao-Me-Toque;17/04/2020;RS-F-4312658-14110-20200415;14110 - Estiagem;Reconhecido;15938;0.0;0.0;0.0;0.0;0.0;0.0;2237.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;21759,9;0;0;0;0;0;0;0;0;0;77364028,5;6774912,24;0;0;0
RS;Tapes;16/04/2020;RS-F-4321105-14110-20200415;14110 - Estiagem;Reconhecido;16649;0.0;0.0;0.0;0.0;0.0;0.0;300.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 0% A 5%;;0;23550;0;0;0;0;0;0;0;0;0;15779056;0;0;0;0
RS;Campo Novo;22/04/2020;RS-F-4304002-14110-20200415;14110 - Estiagem;Reconhecido;5459;0.0;0.0;0.0;0.0;0.0;0.0;1362.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;3450;0;0;0;0;0;0;0;0;0;24063900;1537398,8;0;0;0
RS;Sao Sebastiao do Cai;28/04/2020;RS-F-4319505-14110-20200415;14110 - Estiagem;Registro;21944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 5% A 10%;;0;135855,01;0;0;0;0;0;0;0;0;0;10299640;581000;0;0;0
RS;Anta Gorda;28/04/2020;RS-F-4300703-14110-20200414;14110 - Estiagem;Reconhecido;6073;0.0;0.0;0.0;0.0;0.0;0.0;240.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;10810,49;0;0;0;0;0;0;0;0;0;17690250;8820000;0;0;0
RS;Entre Rios do Sul;14/04/2020;RS-F-4306957-14110-20200414;14110 - Estiagem;Reconhecido;3080;0.0;0.0;0.0;0.0;0.0;0.0;741.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;33526;0;0;0;0;0;0;0;0;0;12202000;2382000;0;0;0
RS;Ajuricaba;14/04/2020;RS-F-4300208-15110-20200414;15110 - Doencas infecciosas virais;Reconhecido;7255;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Frederico Westphalen;15/04/2020;RS-F-4308508-14110-20200414;14110 - Estiagem;Reconhecido;28848;0.0;0.0;0.0;0.0;0.0;0.0;6000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;34107,07;0;0;0;0;0;0;0;0;0;3852000;1050000;0;0;0
RS;Novo Barreiro;14/04/2020;RS-F-4313490-14110-20200414;14110 - Estiagem;Reconhecido;3978;0.0;0.0;0.0;0.0;0.0;0.0;3978.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;34200;0;0;0;0;0;0;0;0;0;5848320;489300;0;0;0
RS;Santo Antonio do Planalto;17/04/2020;RS-F-4317756-14110-20200414;14110 - Estiagem;Reconhecido;1987;0.0;0.0;0.0;0.0;0.0;0.0;1987.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;3336,25;0;0;0;0;0;0;0;0;0;41220000;675000;0;0;0
RS;Boa Vista das Missoes;14/04/2020;RS-F-4302154-14110-20200414;14110 - Estiagem;Reconhecido;2114;0.0;0.0;0.0;0.0;0.0;0.0;2114.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;15350;0;0;0;0;0;0;0;0;0;28942543,16;685260;0;0;0
RS;Sao Pedro da Serra;30/04/2020;RS-F-4319356-14110-20200413;14110 - Estiagem;Reconhecido;3317;0.0;0.0;0.0;0.0;0.0;0.0;605.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;78210;0;0;0;0;0;0;0;0;0;471760;2476500;0;0;0
RS;Selbach;13/04/2020;RS-F-4320305-14110-20200413;14110 - Estiagem;Reconhecido;4929;0.0;0.0;0.0;0.0;0.0;0.0;4929.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;7977;0;0;0;0;0;0;0;0;0;54898908;17469450;0;0;0
RS;Barra do Guarita;13/04/2020;RS-F-4301859-14110-20200413;14110 - Estiagem;Reconhecido;3089;0.0;0.0;0.0;0.0;0.0;0.0;1800.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;49403;0;0;0;0;0;0;0;0;0;142372;290805;0;0;0
RS;Tapera;13/04/2020;RS-F-4321006-14110-20200413;14110 - Estiagem;Reconhecido;10452;0.0;0.0;0.0;0.0;0.0;0.0;10452.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 0% A 5%;;0;2000;0;0;0;0;0;0;0;0;0;38651040;1267200;0;0;0
RS;Crissiumal;13/04/2020;RS-F-4306007-14110-20200413;14110 - Estiagem;Reconhecido;14085;0.0;0.0;0.0;0.0;0.0;0.0;7961.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;108974,25;0;0;0;0;0;0;0;0;0;19451000;5520000;0;0;0
RS;Espumoso;30/04/2020;RS-F-4307500-15110-20200413;15110 - Doencas infecciosas virais;Reconhecido;15240;0.0;0.0;0.0;0.0;0.0;0.0;15240.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Cambara do Sul;16/04/2020;RS-F-4303608-14110-20200413;14110 - Estiagem;Registro;6545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;42000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Bozano;13/04/2020;RS-F-4302584-14110-20200413;14110 - Estiagem;Reconhecido;2200;0.0;0.0;0.0;0.0;0.0;0.0;2200.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;77833;0;0;0;0;0;0;0;0;0;37740719,1;981750;0;0;0
RS;Pareci Novo;15/04/2020;RS-F-4314035-14110-20200410;14110 - Estiagem;Nao reconhecido;3511;0.0;0.0;0.0;0.0;0.0;0.0;3511.0;0.0;0.0;0;1.0;0.0;10000;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;54496,93;0;0;0;0;0;0;0;0;0;5576262;147700,8;0;0;0
RS;Arambare;14/04/2020;RS-F-4300851-14110-20200409;14110 - Estiagem;Reconhecido;3693;0.0;0.0;0.0;0.0;0.0;0.0;130.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 0% A 5%;;0;2423;0;0;0;0;0;0;0;0;0;220440000;0;0;0;0
RS;Antonio Prado;16/04/2020;RS-F-4300802-14110-20200409;14110 - Estiagem;Reconhecido;12837;0.0;0.0;0.0;0.0;0.0;0.0;264.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 5% A 10%;;0;7350,44;0;0;0;0;0;0;0;0;0;20594650;1099400;0;0;0
RS;Constantina;09/04/2020;RS-F-4305801-14110-20200409;14110 - Estiagem;Reconhecido;9741;0.0;0.0;0.0;0.0;0.0;0.0;6000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;37500;0;0;0;0;0;0;0;0;0;26540133;1336500;0;0;0
RS;Gramado dos Loureiros;15/04/2020;RS-F-4309126-14110-20200409;14110 - Estiagem;Reconhecido;2269;0.0;0.0;0.0;0.0;0.0;0.0;900.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;14000;0;0;0;0;0;0;0;0;0;7645433,1;868000;0;0;0
RS;Novo Xingu;09/04/2020;RS-F-4313466-14110-20200409;14110 - Estiagem;Reconhecido;1757;0.0;0.0;0.0;0.0;0.0;0.0;1254.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;24632;0;0;0;0;0;0;0;0;0;13969500;1624270;0;0;0
RS;Bom Progresso;20/04/2020;RS-F-4302378-14110-20200409;14110 - Estiagem;Reconhecido;2328;0.0;0.0;0.0;0.0;0.0;0.0;1100.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;64676,03;0;0;0;0;0;0;0;0;0;9481050;938150;0;0;0
RS;Jacutinga;08/04/2020;RS-F-4310900-15110-20200408;15110 - Doencas infecciosas virais;Registro;3630;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Tavares;24/04/2020;RS-F-4321352-14110-20200408;14110 - Estiagem;Reconhecido;5351;0.0;0.0;0.0;0.0;0.0;0.0;2052.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;500;0;7100;0;0;0;0;0;0;0;160000;1962360;0;0;0
RS;Santiago;14/04/2020;RS-F-4317400-14110-20200408;14110 - Estiagem;Reconhecido;49082;0.0;0.0;0.0;0.0;0.0;0.0;49082.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 5% A 10%;;0;37900;0;0;0;0;0;0;0;0;0;139908800;38100000;0;0;0
RS;Estrela;18/04/2020;RS-F-4307807-14110-20200408;14110 - Estiagem;Reconhecido;30628;0.0;0.0;0.0;0.0;0.0;0.0;6372.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;230000;0;0;0;0;0;0;0;0;0;7070196;16984320;0;0;0
RS;Vista Alegre;08/04/2020;RS-F-4323507-14110-20200408;14110 - Estiagem;Reconhecido;2832;0.0;0.0;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;48500;0;0;0;0;0;0;0;0;0;3730446;1884600;0;0;0
RS;Ciriaco;08/04/2020;RS-F-4305504-14110-20200408;14110 - Estiagem;Reconhecido;4922;0.0;0.0;0.0;0.0;0.0;0.0;2128.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;50153,2;0;0;0;0;0;0;0;0;0;25969657,99;2390400;0;0;0
RS;Nonoai;08/04/2020;RS-F-4312708-14110-20200408;14110 - Estiagem;Reconhecido;12076;0.0;0.0;0.0;0.0;0.0;0.0;3009.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;33250;0;0;0;0;0;0;0;0;0;16648497,5;1563070;0;0;0
RS;Liberato Salzano;08/04/2020;RS-F-4311601-14110-20200408;14110 - Estiagem;Reconhecido;5780;0.0;0.0;0.0;0.0;0.0;0.0;3534.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;187900;0;0;0;0;0;0;0;0;0;10535308,26;1077600;0;0;0
RS;Alpestre;08/04/2020;RS-F-4300505-14110-20200408;14110 - Estiagem;Reconhecido;8027;0.0;0.0;0.0;0.0;0.0;0.0;4000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;39893,06;0;0;0;0;0;0;0;0;0;16805145,59;0;0;0;0
RS;Pinhal;07/04/2020;RS-F-4314456-14110-20200407;14110 - Estiagem;Reconhecido;2515;0.0;0.0;0.0;0.0;0.0;0.0;2515.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;4980;0;0;0;0;0;0;0;0;0;3352480;1758150,4;0;0;0
RS;Montenegro;07/04/2020;RS-F-4312401-14110-20200407;14110 - Estiagem;Reconhecido;59436;0.0;0.0;0.0;0.0;0.0;0.0;18000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;ATE 40%;0;0;0;0;0;0;0;0;0;0;0;20520000;7109247;0;0;0
RS;Jaboticaba;07/04/2020;RS-F-4310850-14110-20200407;14110 - Estiagem;Reconhecido;4111;0.0;0.0;0.0;0.0;0.0;0.0;2000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;38888;0;0;0;0;0;0;0;0;0;13612740;5092800;0;0;0
RS;Sao Pedro das Missoes;07/04/2020;RS-F-4319364-14110-20200407;14110 - Estiagem;Reconhecido;1886;0.0;0.0;0.0;0.0;0.0;0.0;1886.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;18881;0;0;0;0;0;0;0;0;0;4247700;492180;0;0;0
RS;Mucum;24/04/2020;RS-F-4312609-14110-20200407;14110 - Estiagem;Reconhecido;4791;0.0;0.0;0.0;0.0;0.0;0.0;744.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;22850;0;0;0;0;0;0;0;0;0;2559825;3045600;0;0;0
RS;Girua;13/04/2020;RS-F-4309001-14110-20200407;14110 - Estiagem;Reconhecido;17085;0.0;0.0;0.0;0.0;0.0;0.0;4900.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;92758;0;0;0;0;0;0;0;0;0;133555906;970358;0;0;0
RS;Tabai;27/04/2020;RS-F-4320859-14110-20200407;14110 - Estiagem;Reconhecido;4131;0.0;0.0;0.0;0.0;0.0;0.0;300.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;2274933,75;0;0;0
RS;Sao Jorge;07/04/2020;RS-F-4318440-15110-20200407;15110 - Doencas infecciosas virais;Reconhecido;2774;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;Serio;15/04/2020;RS-F-4320453-14110-20200407;14110 - Estiagem;Reconhecido;2281;0.0;0.0;0.0;0.0;0.0;0.0;600.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;77000;0;0;0;0;0;0;0;0;0;1210000;392500;0;0;0
RS;Marata;14/04/2020;RS-F-4311791-14110-20200406;14110 - Estiagem;Reconhecido;2527;0.0;0.0;0.0;0.0;0.0;0.0;700.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;DE 0% A 5%;;;MAIS DE 20%;;0;7600;0;0;0;0;0;0;0;0;0;799290,06;3700384,31;0;0;0
RS;Sao Jose do Sul;22/04/2020;RS-F-4318614-14110-20200406;14110 - Estiagem;Reconhecido;2082;0.0;0.0;0.0;0.0;0.0;0.0;184.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 5% A 10%;;0;36644,35;0;0;0;0;0;0;0;0;0;2943750;1146162;0;0;0
RS;Relvado;08/04/2020;RS-F-4315453-14110-20200406;14110 - Estiagem;Reconhecido;2155;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;319332,39;0;0;0;0;0;0;0;0;0;832826,9;8552945,24;588088;1574918;1144036
RS;Seberi;06/04/2020;RS-F-4320206-14110-20200406;14110 - Estiagem;Reconhecido;10902;0.0;0.0;0.0;0.0;0.0;0.0;2000.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;11144,9;0;0;0;0;0;0;0;0;0;12601720;0;0;0;0
RS;Ijui;06/04/2020;RS-F-4310207-14110-20200406;14110 - Estiagem;Reconhecido;78920;0.0;0.0;0.0;0.0;0.0;0.0;7365.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;MAIS DE 20%;;0;49825,9;0;0;0;0;0;0;0;0;0;112576916,8;47006000;0;0;0
RS;Veranopolis;14/04/2020;RS-F-4322806-14110-20200406;14110 - Estiagem;Registro;22815;0.0;0.0;0.0;0.0;0.0;0.0;2700.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;;;;DE 10% A 20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
